name,date,status,note,association
חייל 1.7,2026-04-26,activity,שמירה,מחלקה 1
חייל 1.7,2026-04-27,activity,,מחלקה 1
חייל 1.7,2026-04-28,activity,,מחלקה 1
חייל 1.7,2026-04-29,activity,,מחלקה 1
חייל 1.7,2026-04-30,switch-home,,מחלקה 1
חייל 1.7,2026-05-01,home,,מחלקה 1
חייל 1.7,2026-05-02,home,,מחלקה 1
חייל 1.7,2026-05-03,home,,מחלקה 1
חייל 1.7,2026-05-04,home,,מחלקה 1
חייל 1.7,2026-05-05,home,,מחלקה 1
חייל 1.7,2026-05-06,home,,מחלקה 1
חייל 1.7,2026-05-07,home,,מחלקה 1
חייל 1.7,2026-05-08,home,,מחלקה 1
חייל 1.7,2026-05-09,switch-base,,מחלקה 1
חייל 1.7,2026-05-10,activity,,מחלקה 1
חייל 1.7,2026-05-11,activity,,מחלקה 1
חייל 1.7,2026-05-12,activity,,מחלקה 1
חייל 1.7,2026-05-13,activity,,מחלקה 1
חייל 1.7,2026-05-14,activity,,מחלקה 1
חייל 1.7,2026-05-15,activity,,מחלקה 1
חייל 1.7,2026-05-16,activity,,מחלקה 1
חייל 1.7,2026-05-17,activity,,מחלקה 1
חייל 1.7,2026-05-18,activity,,מחלקה 1
חייל 1.7,2026-05-19,activity,,מחלקה 1
חייל 1.7,2026-05-20,switch-home,,מחלקה 1
חייל 1.7,2026-05-21,home,,מחלקה 1
חייל 1.7,2026-05-22,home,,מחלקה 1
חייל 1.7,2026-05-23,home,,מחלקה 1
חייל 1.7,2026-05-24,home,,מחלקה 1
חייל 1.7,2026-05-25,home,,מחלקה 1
חייל 1.7,2026-05-26,home,,מחלקה 1
חייל 1.7,2026-05-27,home,,מחלקה 1
חייל 1.7,2026-05-28,home,,מחלקה 1
חייל 1.7,2026-05-29,switch-base,אבטחה,מחלקה 1
חייל 1.7,2026-05-30,activity,,מחלקה 1
חייל 1.7,2026-05-31,activity,,מחלקה 1
חייל 1.7,2026-06-01,activity,,מחלקה 1
חייל 1.7,2026-06-02,activity,,מחלקה 1
חייל 1.7,2026-06-03,activity,שמירה,מחלקה 1
חייל 1.7,2026-06-04,activity,,מחלקה 1
חייל 1.7,2026-06-05,activity,ביקורת ציוד,מחלקה 1
חייל 1.7,2026-06-06,activity,,מחלקה 1
חייל 1.7,2026-06-07,activity,,מחלקה 1
חייל 1.7,2026-06-08,activity,אימון ירי,מחלקה 1
חייל 1.7,2026-06-09,switch-home,,מחלקה 1
חייל 1.7,2026-06-10,home,,מחלקה 1
חייל 1.7,2026-06-11,home,,מחלקה 1
חייל 1.7,2026-06-12,home,,מחלקה 1
חייל 1.7,2026-06-13,home,,מחלקה 1
חייל 1.7,2026-06-14,home,,מחלקה 1
חייל 1.7,2026-06-15,home,,מחלקה 1
חייל 1.7,2026-06-16,home,,מחלקה 1
חייל 1.7,2026-06-17,home,,מחלקה 1
חייל 1.7,2026-06-18,switch-base,,מחלקה 1
חייל 1.8,2026-04-26,activity,,מחלקה 1
חייל 1.8,2026-04-27,activity,,מחלקה 1
חייל 1.8,2026-04-28,activity,,מחלקה 1
חייל 1.8,2026-04-29,activity,,מחלקה 1
חייל 1.8,2026-04-30,switch-home,,מחלקה 1
חייל 1.8,2026-05-01,home,,מחלקה 1
חייל 1.8,2026-05-02,home,,מחלקה 1
חייל 1.8,2026-05-03,home,,מחלקה 1
חייל 1.8,2026-05-04,home,,מחלקה 1
חייל 1.8,2026-05-05,home,,מחלקה 1
חייל 1.8,2026-05-06,home,,מחלקה 1
חייל 1.8,2026-05-07,home,תרגיל,מחלקה 1
חייל 1.8,2026-05-08,home,,מחלקה 1
חייל 1.8,2026-05-09,switch-base,,מחלקה 1
חייל 1.8,2026-05-10,activity,,מחלקה 1
חייל 1.8,2026-05-11,activity,,מחלקה 1
חייל 1.8,2026-05-12,activity,,מחלקה 1
חייל 1.8,2026-05-13,activity,,מחלקה 1
חייל 1.8,2026-05-14,activity,,מחלקה 1
חייל 1.8,2026-05-15,activity,,מחלקה 1
חייל 1.8,2026-05-16,activity,,מחלקה 1
חייל 1.8,2026-05-17,activity,ביקורת ציוד,מחלקה 1
חייל 1.8,2026-05-18,activity,,מחלקה 1
חייל 1.8,2026-05-19,activity,,מחלקה 1
חייל 1.8,2026-05-20,switch-home,,מחלקה 1
חייל 1.8,2026-05-21,home,,מחלקה 1
חייל 1.8,2026-05-22,home,,מחלקה 1
חייל 1.8,2026-05-23,home,,מחלקה 1
חייל 1.8,2026-05-24,home,,מחלקה 1
חייל 1.8,2026-05-25,home,,מחלקה 1
חייל 1.8,2026-05-26,home,,מחלקה 1
חייל 1.8,2026-05-27,home,,מחלקה 1
חייל 1.8,2026-05-28,home,,מחלקה 1
חייל 1.8,2026-05-29,switch-base,,מחלקה 1
חייל 1.8,2026-05-30,activity,,מחלקה 1
חייל 1.8,2026-05-31,activity,שמירה,מחלקה 1
חייל 1.8,2026-06-01,activity,,מחלקה 1
חייל 1.8,2026-06-02,activity,,מחלקה 1
חייל 1.8,2026-06-03,activity,,מחלקה 1
חייל 1.8,2026-06-04,activity,,מחלקה 1
חייל 1.8,2026-06-05,activity,,מחלקה 1
חייל 1.8,2026-06-06,activity,,מחלקה 1
חייל 1.8,2026-06-07,activity,,מחלקה 1
חייל 1.8,2026-06-08,activity,,מחלקה 1
חייל 1.8,2026-06-09,switch-home,,מחלקה 1
חייל 1.8,2026-06-10,home,תדריך,מחלקה 1
חייל 1.8,2026-06-11,home,,מחלקה 1
חייל 1.8,2026-06-12,home,,מחלקה 1
חייל 1.8,2026-06-13,home,,מחלקה 1
חייל 1.8,2026-06-14,home,,מחלקה 1
חייל 1.8,2026-06-15,home,ביקורת ציוד,מחלקה 1
חייל 1.8,2026-06-16,home,,מחלקה 1
חייל 1.8,2026-06-17,home,,מחלקה 1
חייל 1.8,2026-06-18,switch-base,,מחלקה 1
חייל 1.9,2026-04-26,activity,,מחלקה 1
חייל 1.9,2026-04-27,activity,ביקורת ציוד,מחלקה 1
חייל 1.9,2026-04-28,activity,,מחלקה 1
חייל 1.9,2026-04-29,activity,שמירה,מחלקה 1
חייל 1.9,2026-04-30,switch-home,,מחלקה 1
חייל 1.9,2026-05-01,home,,מחלקה 1
חייל 1.9,2026-05-02,home,,מחלקה 1
חייל 1.9,2026-05-03,home,,מחלקה 1
חייל 1.9,2026-05-04,home,,מחלקה 1
חייל 1.9,2026-05-05,home,,מחלקה 1
חייל 1.9,2026-05-06,home,תחזוקה,מחלקה 1
חייל 1.9,2026-05-07,home,,מחלקה 1
חייל 1.9,2026-05-08,home,,מחלקה 1
חייל 1.9,2026-05-09,switch-base,,מחלקה 1
חייל 1.9,2026-05-10,activity,,מחלקה 1
חייל 1.9,2026-05-11,activity,,מחלקה 1
חייל 1.9,2026-05-12,activity,,מחלקה 1
חייל 1.9,2026-05-13,activity,,מחלקה 1
חייל 1.9,2026-05-14,activity,,מחלקה 1
חייל 1.9,2026-05-15,activity,סריקות,מחלקה 1
חייל 1.9,2026-05-16,activity,,מחלקה 1
חייל 1.9,2026-05-17,activity,,מחלקה 1
חייל 1.9,2026-05-18,activity,,מחלקה 1
חייל 1.9,2026-05-19,activity,,מחלקה 1
חייל 1.9,2026-05-20,switch-home,,מחלקה 1
חייל 1.9,2026-05-21,home,,מחלקה 1
חייל 1.9,2026-05-22,home,,מחלקה 1
חייל 1.9,2026-05-23,home,סריקות,מחלקה 1
חייל 1.9,2026-05-24,home,אימון ירי,מחלקה 1
חייל 1.9,2026-05-25,home,,מחלקה 1
חייל 1.9,2026-05-26,home,,מחלקה 1
חייל 1.9,2026-05-27,home,,מחלקה 1
חייל 1.9,2026-05-28,home,,מחלקה 1
חייל 1.9,2026-05-29,switch-base,אימון ירי,מחלקה 1
חייל 1.9,2026-05-30,activity,,מחלקה 1
חייל 1.9,2026-05-31,activity,,מחלקה 1
חייל 1.9,2026-06-01,activity,,מחלקה 1
חייל 1.9,2026-06-02,activity,,מחלקה 1
חייל 1.9,2026-06-03,activity,,מחלקה 1
חייל 1.9,2026-06-04,activity,,מחלקה 1
חייל 1.9,2026-06-05,activity,,מחלקה 1
חייל 1.9,2026-06-06,activity,,מחלקה 1
חייל 1.9,2026-06-07,activity,,מחלקה 1
חייל 1.9,2026-06-08,activity,,מחלקה 1
חייל 1.9,2026-06-09,switch-home,,מחלקה 1
חייל 1.9,2026-06-10,home,,מחלקה 1
חייל 1.9,2026-06-11,home,,מחלקה 1
חייל 1.9,2026-06-12,home,אימון ירי,מחלקה 1
חייל 1.9,2026-06-13,home,שמירה,מחלקה 1
חייל 1.9,2026-06-14,home,תחזוקה,מחלקה 1
חייל 1.9,2026-06-15,home,תחזוקה,מחלקה 1
חייל 1.9,2026-06-16,home,,מחלקה 1
חייל 1.9,2026-06-17,home,,מחלקה 1
חייל 1.9,2026-06-18,switch-base,תחזוקה,מחלקה 1
חייל 1.10,2026-04-26,activity,,מחלקה 1
חייל 1.10,2026-04-27,activity,,מחלקה 1
חייל 1.10,2026-04-28,activity,,מחלקה 1
חייל 1.10,2026-04-29,activity,,מחלקה 1
חייל 1.10,2026-04-30,switch-home,,מחלקה 1
חייל 1.10,2026-05-01,home,,מחלקה 1
חייל 1.10,2026-05-02,home,,מחלקה 1
חייל 1.10,2026-05-03,home,סריקות,מחלקה 1
חייל 1.10,2026-05-04,home,שמירה,מחלקה 1
חייל 1.10,2026-05-05,home,,מחלקה 1
חייל 1.10,2026-05-06,home,,מחלקה 1
חייל 1.10,2026-05-07,home,,מחלקה 1
חייל 1.10,2026-05-08,home,,מחלקה 1
חייל 1.10,2026-05-09,switch-base,,מחלקה 1
חייל 1.10,2026-05-10,activity,,מחלקה 1
חייל 1.10,2026-05-11,activity,,מחלקה 1
חייל 1.10,2026-05-12,activity,,מחלקה 1
חייל 1.10,2026-05-13,activity,,מחלקה 1
חייל 1.10,2026-05-14,activity,,מחלקה 1
חייל 1.10,2026-05-15,activity,,מחלקה 1
חייל 1.10,2026-05-16,activity,,מחלקה 1
חייל 1.10,2026-05-17,activity,,מחלקה 1
חייל 1.10,2026-05-18,activity,,מחלקה 1
חייל 1.10,2026-05-19,activity,,מחלקה 1
חייל 1.10,2026-05-20,switch-home,,מחלקה 1
חייל 1.10,2026-05-21,home,,מחלקה 1
חייל 1.10,2026-05-22,home,,מחלקה 1
חייל 1.10,2026-05-23,home,,מחלקה 1
חייל 1.10,2026-05-24,home,דו״ח,מחלקה 1
חייל 1.10,2026-05-25,home,,מחלקה 1
חייל 1.10,2026-05-26,home,,מחלקה 1
חייל 1.10,2026-05-27,home,,מחלקה 1
חייל 1.10,2026-05-28,home,,מחלקה 1
חייל 1.10,2026-05-29,switch-base,,מחלקה 1
חייל 1.10,2026-05-30,activity,תחזוקה,מחלקה 1
חייל 1.10,2026-05-31,activity,,מחלקה 1
חייל 1.10,2026-06-01,activity,,מחלקה 1
חייל 1.10,2026-06-02,activity,,מחלקה 1
חייל 1.10,2026-06-03,activity,,מחלקה 1
חייל 1.10,2026-06-04,activity,,מחלקה 1
חייל 1.10,2026-06-05,activity,תחזוקה,מחלקה 1
חייל 1.10,2026-06-06,activity,ביקורת ציוד,מחלקה 1
חייל 1.10,2026-06-07,activity,,מחלקה 1
חייל 1.10,2026-06-08,activity,,מחלקה 1
חייל 1.10,2026-06-09,switch-home,,מחלקה 1
חייל 1.10,2026-06-10,home,,מחלקה 1
חייל 1.10,2026-06-11,home,,מחלקה 1
חייל 1.10,2026-06-12,home,,מחלקה 1
חייל 1.10,2026-06-13,home,,מחלקה 1
חייל 1.10,2026-06-14,home,,מחלקה 1
חייל 1.10,2026-06-15,home,,מחלקה 1
חייל 1.10,2026-06-16,home,,מחלקה 1
חייל 1.10,2026-06-17,home,,מחלקה 1
חייל 1.10,2026-06-18,switch-base,,מחלקה 1
חייל 1.11,2026-04-26,activity,,מחלקה 1
חייל 1.11,2026-04-27,activity,,מחלקה 1
חייל 1.11,2026-04-28,activity,הכשרה,מחלקה 1
חייל 1.11,2026-04-29,activity,,מחלקה 1
חייל 1.11,2026-04-30,switch-home,,מחלקה 1
חייל 1.11,2026-05-01,home,,מחלקה 1
חייל 1.11,2026-05-02,home,,מחלקה 1
חייל 1.11,2026-05-03,home,,מחלקה 1
חייל 1.11,2026-05-04,home,,מחלקה 1
חייל 1.11,2026-05-05,home,,מחלקה 1
חייל 1.11,2026-05-06,home,,מחלקה 1
חייל 1.11,2026-05-07,home,,מחלקה 1
חייל 1.11,2026-05-08,home,,מחלקה 1
חייל 1.11,2026-05-09,switch-base,,מחלקה 1
חייל 1.11,2026-05-10,activity,,מחלקה 1
חייל 1.11,2026-05-11,activity,,מחלקה 1
חייל 1.11,2026-05-12,activity,,מחלקה 1
חייל 1.11,2026-05-13,activity,,מחלקה 1
חייל 1.11,2026-05-14,activity,,מחלקה 1
חייל 1.11,2026-05-15,activity,,מחלקה 1
חייל 1.11,2026-05-16,activity,,מחלקה 1
חייל 1.11,2026-05-17,activity,,מחלקה 1
חייל 1.11,2026-05-18,activity,,מחלקה 1
חייל 1.11,2026-05-19,activity,,מחלקה 1
חייל 1.11,2026-05-20,switch-home,,מחלקה 1
חייל 1.11,2026-05-21,home,,מחלקה 1
חייל 1.11,2026-05-22,home,,מחלקה 1
חייל 1.11,2026-05-23,home,,מחלקה 1
חייל 1.11,2026-05-24,home,הכשרה,מחלקה 1
חייל 1.11,2026-05-25,home,,מחלקה 1
חייל 1.11,2026-05-26,home,,מחלקה 1
חייל 1.11,2026-05-27,home,,מחלקה 1
חייל 1.11,2026-05-28,home,,מחלקה 1
חייל 1.11,2026-05-29,switch-base,,מחלקה 1
חייל 1.11,2026-05-30,activity,,מחלקה 1
חייל 1.11,2026-05-31,activity,,מחלקה 1
חייל 1.11,2026-06-01,activity,אימון ירי,מחלקה 1
חייל 1.11,2026-06-02,activity,,מחלקה 1
חייל 1.11,2026-06-03,activity,,מחלקה 1
חייל 1.11,2026-06-04,activity,,מחלקה 1
חייל 1.11,2026-06-05,activity,,מחלקה 1
חייל 1.11,2026-06-06,activity,,מחלקה 1
חייל 1.11,2026-06-07,activity,,מחלקה 1
חייל 1.11,2026-06-08,activity,,מחלקה 1
חייל 1.11,2026-06-09,switch-home,,מחלקה 1
חייל 1.11,2026-06-10,home,,מחלקה 1
חייל 1.11,2026-06-11,home,,מחלקה 1
חייל 1.11,2026-06-12,home,דו״ח,מחלקה 1
חייל 1.11,2026-06-13,home,,מחלקה 1
חייל 1.11,2026-06-14,home,תחזוקה,מחלקה 1
חייל 1.11,2026-06-15,home,,מחלקה 1
חייל 1.11,2026-06-16,home,,מחלקה 1
חייל 1.11,2026-06-17,home,הכשרה,מחלקה 1
חייל 1.11,2026-06-18,switch-base,,מחלקה 1
חייל 1.12,2026-04-26,activity,,מחלקה 1
חייל 1.12,2026-04-27,activity,,מחלקה 1
חייל 1.12,2026-04-28,activity,,מחלקה 1
חייל 1.12,2026-04-29,activity,,מחלקה 1
חייל 1.12,2026-04-30,switch-home,,מחלקה 1
חייל 1.12,2026-05-01,home,,מחלקה 1
חייל 1.12,2026-05-02,home,,מחלקה 1
חייל 1.12,2026-05-03,home,,מחלקה 1
חייל 1.12,2026-05-04,home,,מחלקה 1
חייל 1.12,2026-05-05,home,דו״ח,מחלקה 1
חייל 1.12,2026-05-06,home,,מחלקה 1
חייל 1.12,2026-05-07,home,,מחלקה 1
חייל 1.12,2026-05-08,home,אימון ירי,מחלקה 1
חייל 1.12,2026-05-09,switch-base,,מחלקה 1
חייל 1.12,2026-05-10,activity,,מחלקה 1
חייל 1.12,2026-05-11,activity,,מחלקה 1
חייל 1.12,2026-05-12,activity,,מחלקה 1
חייל 1.12,2026-05-13,activity,,מחלקה 1
חייל 1.12,2026-05-14,activity,,מחלקה 1
חייל 1.12,2026-05-15,activity,,מחלקה 1
חייל 1.12,2026-05-16,activity,,מחלקה 1
חייל 1.12,2026-05-17,activity,הכשרה,מחלקה 1
חייל 1.12,2026-05-18,activity,אימון ירי,מחלקה 1
חייל 1.12,2026-05-19,activity,,מחלקה 1
חייל 1.12,2026-05-20,switch-home,,מחלקה 1
חייל 1.12,2026-05-21,home,,מחלקה 1
חייל 1.12,2026-05-22,home,,מחלקה 1
חייל 1.12,2026-05-23,home,,מחלקה 1
חייל 1.12,2026-05-24,home,,מחלקה 1
חייל 1.12,2026-05-25,home,,מחלקה 1
חייל 1.12,2026-05-26,home,,מחלקה 1
חייל 1.12,2026-05-27,home,,מחלקה 1
חייל 1.12,2026-05-28,home,,מחלקה 1
חייל 1.12,2026-05-29,switch-base,,מחלקה 1
חייל 1.12,2026-05-30,activity,,מחלקה 1
חייל 1.12,2026-05-31,activity,אבטחה,מחלקה 1
חייל 1.12,2026-06-01,activity,הכשרה,מחלקה 1
חייל 1.12,2026-06-02,activity,,מחלקה 1
חייל 1.12,2026-06-03,activity,,מחלקה 1
חייל 1.12,2026-06-04,activity,,מחלקה 1
חייל 1.12,2026-06-05,activity,,מחלקה 1
חייל 1.12,2026-06-06,activity,,מחלקה 1
חייל 1.12,2026-06-07,activity,,מחלקה 1
חייל 1.12,2026-06-08,activity,,מחלקה 1
חייל 1.12,2026-06-09,switch-home,,מחלקה 1
חייל 1.12,2026-06-10,home,ביקורת ציוד,מחלקה 1
חייל 1.12,2026-06-11,home,ביקורת ציוד,מחלקה 1
חייל 1.12,2026-06-12,home,,מחלקה 1
חייל 1.12,2026-06-13,home,,מחלקה 1
חייל 1.12,2026-06-14,home,,מחלקה 1
חייל 1.12,2026-06-15,home,,מחלקה 1
חייל 1.12,2026-06-16,home,,מחלקה 1
חייל 1.12,2026-06-17,home,,מחלקה 1
חייל 1.12,2026-06-18,switch-base,,מחלקה 1
חייל 1.13,2026-04-26,activity,,מחלקה 1
חייל 1.13,2026-04-27,activity,,מחלקה 1
חייל 1.13,2026-04-28,activity,,מחלקה 1
חייל 1.13,2026-04-29,activity,,מחלקה 1
חייל 1.13,2026-04-30,switch-home,,מחלקה 1
חייל 1.13,2026-05-01,home,תרגיל,מחלקה 1
חייל 1.13,2026-05-02,home,,מחלקה 1
חייל 1.13,2026-05-03,home,הכשרה,מחלקה 1
חייל 1.13,2026-05-04,home,סריקות,מחלקה 1
חייל 1.13,2026-05-05,home,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-05-06,home,דו״ח,מחלקה 1
חייל 1.13,2026-05-07,home,,מחלקה 1
חייל 1.13,2026-05-08,home,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-05-09,switch-base,,מחלקה 1
חייל 1.13,2026-05-10,activity,,מחלקה 1
חייל 1.13,2026-05-11,activity,שמירה,מחלקה 1
חייל 1.13,2026-05-12,activity,,מחלקה 1
חייל 1.13,2026-05-13,activity,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-05-14,activity,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-05-15,activity,,מחלקה 1
חייל 1.13,2026-05-16,activity,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-05-17,activity,,מחלקה 1
חייל 1.13,2026-05-18,activity,,מחלקה 1
חייל 1.13,2026-05-19,activity,,מחלקה 1
חייל 1.13,2026-05-20,switch-home,,מחלקה 1
חייל 1.13,2026-05-21,home,,מחלקה 1
חייל 1.13,2026-05-22,home,,מחלקה 1
חייל 1.13,2026-05-23,home,,מחלקה 1
חייל 1.13,2026-05-24,home,,מחלקה 1
חייל 1.13,2026-05-25,home,,מחלקה 1
חייל 1.13,2026-05-26,home,,מחלקה 1
חייל 1.13,2026-05-27,home,,מחלקה 1
חייל 1.13,2026-05-28,home,,מחלקה 1
חייל 1.13,2026-05-29,switch-base,,מחלקה 1
חייל 1.13,2026-05-30,activity,,מחלקה 1
חייל 1.13,2026-05-31,activity,,מחלקה 1
חייל 1.13,2026-06-01,activity,,מחלקה 1
חייל 1.13,2026-06-02,activity,,מחלקה 1
חייל 1.13,2026-06-03,activity,,מחלקה 1
חייל 1.13,2026-06-04,activity,,מחלקה 1
חייל 1.13,2026-06-05,activity,,מחלקה 1
חייל 1.13,2026-06-06,activity,,מחלקה 1
חייל 1.13,2026-06-07,activity,,מחלקה 1
חייל 1.13,2026-06-08,activity,,מחלקה 1
חייל 1.13,2026-06-09,switch-home,,מחלקה 1
חייל 1.13,2026-06-10,home,,מחלקה 1
חייל 1.13,2026-06-11,home,ביקורת ציוד,מחלקה 1
חייל 1.13,2026-06-12,home,,מחלקה 1
חייל 1.13,2026-06-13,home,,מחלקה 1
חייל 1.13,2026-06-14,home,,מחלקה 1
חייל 1.13,2026-06-15,home,,מחלקה 1
חייל 1.13,2026-06-16,home,,מחלקה 1
חייל 1.13,2026-06-17,home,סריקות,מחלקה 1
חייל 1.13,2026-06-18,switch-base,,מחלקה 1
מפקד מחלקה 2,2026-04-26,activity,אבטחה,מחלקה 2
מפקד מחלקה 2,2026-04-27,activity,,מחלקה 2
מפקד מחלקה 2,2026-04-28,activity,,מחלקה 2
מפקד מחלקה 2,2026-04-29,activity,,מחלקה 2
מפקד מחלקה 2,2026-04-30,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-01,activity,אבטחה,מחלקה 2
מפקד מחלקה 2,2026-05-02,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-03,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-04,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-05,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-06,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-07,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-08,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-09,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-10,switch-home,,מחלקה 2
מפקד מחלקה 2,2026-05-11,home,,מחלקה 2
מפקד מחלקה 2,2026-05-12,home,,מחלקה 2
מפקד מחלקה 2,2026-05-13,home,תחזוקה,מחלקה 2
מפקד מחלקה 2,2026-05-14,switch-base,,מחלקה 2
מפקד מחלקה 2,2026-05-15,activity,שמירה,מחלקה 2
מפקד מחלקה 2,2026-05-16,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-17,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-18,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-19,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-20,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-21,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-22,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-23,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-24,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-25,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-26,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-27,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-28,activity,,מחלקה 2
מפקד מחלקה 2,2026-05-29,activity,תרגיל,מחלקה 2
מפקד מחלקה 2,2026-05-30,switch-home,,מחלקה 2
מפקד מחלקה 2,2026-05-31,home,דו״ח,מחלקה 2
מפקד מחלקה 2,2026-06-01,home,,מחלקה 2
מפקד מחלקה 2,2026-06-02,home,,מחלקה 2
מפקד מחלקה 2,2026-06-03,switch-base,ביקורת ציוד,מחלקה 2
מפקד מחלקה 2,2026-06-04,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-05,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-06,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-07,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-08,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-09,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-10,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-11,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-12,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-13,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-14,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-15,activity,דו״ח,מחלקה 2
מפקד מחלקה 2,2026-06-16,activity,הכשרה,מחלקה 2
מפקד מחלקה 2,2026-06-17,activity,,מחלקה 2
מפקד מחלקה 2,2026-06-18,activity,סריקות,מחלקה 2
מ.כ 2.1,2026-04-26,activity,,מחלקה 2
מ.כ 2.1,2026-04-27,activity,,מחלקה 2
מ.כ 2.1,2026-04-28,activity,,מחלקה 2
מ.כ 2.1,2026-04-29,activity,,מחלקה 2
מ.כ 2.1,2026-04-30,activity,,מחלקה 2
מ.כ 2.1,2026-05-01,activity,,מחלקה 2
מ.כ 2.1,2026-05-02,activity,,מחלקה 2
מ.כ 2.1,2026-05-03,activity,,מחלקה 2
מ.כ 2.1,2026-05-04,activity,,מחלקה 2
מ.כ 2.1,2026-05-05,activity,,מחלקה 2
מ.כ 2.1,2026-05-06,activity,,מחלקה 2
מ.כ 2.1,2026-05-07,activity,,מחלקה 2
מ.כ 2.1,2026-05-08,activity,,מחלקה 2
מ.כ 2.1,2026-05-09,activity,,מחלקה 2
מ.כ 2.1,2026-05-10,switch-home,,מחלקה 2
מ.כ 2.1,2026-05-11,home,,מחלקה 2
מ.כ 2.1,2026-05-12,home,אבטחה,מחלקה 2
מ.כ 2.1,2026-05-13,home,,מחלקה 2
מ.כ 2.1,2026-05-14,home,,מחלקה 2
מ.כ 2.1,2026-05-15,home,,מחלקה 2
מ.כ 2.1,2026-05-16,home,,מחלקה 2
מ.כ 2.1,2026-05-17,home,,מחלקה 2
מ.כ 2.1,2026-05-18,home,,מחלקה 2
מ.כ 2.1,2026-05-19,switch-base,,מחלקה 2
מ.כ 2.1,2026-05-20,activity,,מחלקה 2
מ.כ 2.1,2026-05-21,activity,,מחלקה 2
מ.כ 2.1,2026-05-22,activity,אימון ירי,מחלקה 2
מ.כ 2.1,2026-05-23,activity,,מחלקה 2
מ.כ 2.1,2026-05-24,activity,,מחלקה 2
מ.כ 2.1,2026-05-25,activity,סריקות,מחלקה 2
מ.כ 2.1,2026-05-26,activity,,מחלקה 2
מ.כ 2.1,2026-05-27,activity,,מחלקה 2
מ.כ 2.1,2026-05-28,activity,,מחלקה 2
מ.כ 2.1,2026-05-29,activity,,מחלקה 2
מ.כ 2.1,2026-05-30,switch-home,,מחלקה 2
מ.כ 2.1,2026-05-31,home,תחזוקה,מחלקה 2
מ.כ 2.1,2026-06-01,home,,מחלקה 2
מ.כ 2.1,2026-06-02,home,,מחלקה 2
מ.כ 2.1,2026-06-03,home,תרגיל,מחלקה 2
מ.כ 2.1,2026-06-04,home,,מחלקה 2
מ.כ 2.1,2026-06-05,home,,מחלקה 2
מ.כ 2.1,2026-06-06,home,,מחלקה 2
מ.כ 2.1,2026-06-07,home,,מחלקה 2
מ.כ 2.1,2026-06-08,switch-base,שמירה,מחלקה 2
מ.כ 2.1,2026-06-09,activity,,מחלקה 2
מ.כ 2.1,2026-06-10,activity,,מחלקה 2
מ.כ 2.1,2026-06-11,activity,,מחלקה 2
מ.כ 2.1,2026-06-12,activity,,מחלקה 2
מ.כ 2.1,2026-06-13,activity,,מחלקה 2
מ.כ 2.1,2026-06-14,activity,,מחלקה 2
מ.כ 2.1,2026-06-15,activity,,מחלקה 2
מ.כ 2.1,2026-06-16,activity,,מחלקה 2
מ.כ 2.1,2026-06-17,activity,,מחלקה 2
מ.כ 2.1,2026-06-18,activity,,מחלקה 2
מ.כ 2.2,2026-04-26,activity,,מחלקה 2
מ.כ 2.2,2026-04-27,activity,,מחלקה 2
מ.כ 2.2,2026-04-28,activity,,מחלקה 2
מ.כ 2.2,2026-04-29,activity,,מחלקה 2
מ.כ 2.2,2026-04-30,activity,,מחלקה 2
מ.כ 2.2,2026-05-01,activity,,מחלקה 2
מ.כ 2.2,2026-05-02,activity,,מחלקה 2
